Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;SolarNoonAngle
41263;0;37.5;25.1;9.5;10.1;31.6;36;1.65;-16.40652711
41264;0;37.4;26.6;9.9;10.5;32.04;35;1.8;-16.41
41265;0;38.3;25.6;10.3;11.3;31.74;40;1.35;-16.40652711
41266;0;37.3;26.8;9.2;12;30.74;47;3;-16.39610947
41267;0;34.6;25.4;2.7;10.3;29.84;50;1.5;-16.37875017
41268;0;36.8;23.9;10;5.1;30.38;42;1.8;-16.35445436
41269;0;37.1;25.1;9.6;10.1;30.72;42;2.05;-16.32322922
41270;0;38.3;25.6;9.9;11.5;31.9;35;1.8;-16.28508402
41271;0;35.6;25.8;2.2;12.4;30.48;45;2.1;-16.24003005
41272;0;37.1;25.7;8.8;7.8;31.12;38;1.55;-16.18808068
41273;0;37.2;23.1;10.7;10;31.06;38;2.05;-16.12925128
41274;0;37.5;24.5;7.6;10.5;30.32;40.5;0.766667;-16.0635593
41275;0;36.6;23.1;7.8;10.8;27.42;69;2.633333;-16.0635593
41276;6;32.5;22.6;2.5;5;26.14;74;1.6;-15.9910242
41277;1;29.4;22.5;0;3.6;25.66;69.5;1.2;-15.91166747
41278;0;35;22.5;3.5;3.8;27.7;52.5;2.1;-15.82551264
41279;0;32.2;24.1;5.5;6.3;28.02;58;3.033333;-15.73258522
41280;0.6;36;23.1;8.1;6;29.34;37.25;2.166667;-15.63291275
41281;0;35.1;24.1;6.1;8.5;29;51.5;2.2;-15.52652478
41282;0;37.5;26.1;10.5;8.5;31.76;38.25;1.2;-15.41345282
41283;0;36.6;26.5;8.1;10.3;30.98;44.5;2.166667;-15.29373038
41284;0;38;25.6;8.9;9.7;31.66;42;2.3;-15.16739293
41285;0;37.5;24.6;8.2;11.1;30.86;40;1.933333;-15.03447792
41286;0;37.1;25.9;6.9;11;29.76;50.5;3.1;-14.89502473
41287;0;35.3;24.5;3.2;12;30.84;35.5;2.166667;-14.74907468
41288;0;37.4;26.6;4.8;11.5;29.48;61;1.9;-14.59667102
41289;36.3;28.1;21.8;0;8.8;24.3;81.75;1.566667;-14.43785892
41290;1.6;34;22;6.5;2.1;28.5;45;2.066667;-14.27268542
41291;0.6;31.3;23.8;2.6;5.9;26.74;69.5;1.533333;-14.10119948
41292;1.1;34;24.1;4.1;2.6;28.38;50.5;1.4;-13.9234519
41293;0;33.3;24.8;2.8;5.9;27.98;55.5;1.633333;-13.73949537
41294;0.4;34.5;23.7;5.8;5.5;27.08;68.5;1.133333;-13.54938439
41295;0;34.8;23.6;8.1;4.1;28.48;53.5;0.833333;-13.35317529
41296;12.5;29.2;22.6;1.5;5.9;25.32;73.5;1.4;-13.15092621
41297;13.4;31.3;21.8;4.3;1.3;26.9;60;1.4;-12.94269709
41298;0;34.6;24.1;5.5;5.7;28.22;52;1.066667;-12.72854964
41299;0;35.6;23.8;10.4;6.5;30.32;42;1.233333;-12.50854729
41300;0;33.5;24.8;4;6.8;28.26;64.25;2.066667;-12.28275525
41301;0.4;34;24.1;6.6;4;28.82;54.5;1;-12.05124043
41302;0;35.8;23.8;9.7;4.7;29.52;43.75;2.1;-11.81407143
41303;0;36.4;23.9;11.4;8.8;30.78;37.5;2.4;-11.57131851
41304;0;37.5;23.1;11.6;10;30.68;36;1.566667;-11.32305363
41305;0;35;24.6;5.7;10.2;29.6;46.5;1.6;-11.06935034
41306;0;37.6;23.8;10.6;6;31.4;35.75;2.066667;-10.81028382
41307;0;37.4;24.6;10.1;11;30.44;39.5;1.966667;-10.54593084
41308;0;37.6;22.3;11.4;9.1;30.86;30;2.166667;-10.27636974
41309;0;36.6;24.1;8.4;11.9;30.82;40.75;1.066667;-10.00168038
41310;0;37.6;24.8;10.1;9;30.88;39.75;1.4;-9.721944169
41311;0;36.4;24.1;9.7;10.4;29.94;43.25;2.033333;-9.437243995
41312;0;34.8;23.6;5.3;10.9;29.64;37.5;1.866667;-9.14766422
41313;0;36.4;23.7;8.5;9.4;30.02;35;1.333333;-8.853290655
41314;0;37.1;23.1;10.4;9;30.8;35.5;2.133333;-8.554210528
41315;0;37.5;26.1;10.7;9.4;31.96;29.5;2.766667;-8.250512463
41316;0;37.6;23.1;10.7;9.2;30.34;39.75;2.533333;-7.942286453
41317;0;38;23.3;11.6;13.2;31.62;31;2.2;-7.629623831
41318;0;37.5;24.6;10;13.2;31.14;37.25;1.7;-7.312617246
41319;0;36.1;25.6;7.9;12.7;29.38;57.75;0.766667;-6.991360634
41320;1;34.1;23.8;3.8;9.8;27.14;70.5;0.8;-6.66594919
41321;2.2;30.2;23.1;1.6;3.1;26.5;57.75;1.266667;-6.336479341
41322;0;32.8;22.5;2.9;3.6;27.22;58.75;0.666667;-6.003048715
41323;1.9;35.6;23.7;5.7;5.4;27.94;60.75;1.433333;-5.665756116
41324;2.3;34.3;23.6;6.1;6.3;28.14;59;1.966667;-5.324701491
41325;0;34.5;25.1;3.8;7.7;29.48;44.5;2.266667;-4.9799859
41326;0;36;22.6;6.2;9.5;29.96;38;2.2;-4.631711492
41327;0;35.3;23.8;3.2;9.2;30.34;34.75;2.033333;-4.279981467
41328;0;38.1;22.6;10.7;10.2;31.1;35;1.3;-3.92490005
41329;0;38;24.1;9.5;13;31.1;43.5;1.7;-3.56657246
41330;0;38.1;24.8;7.6;11.3;30.58;45.75;1.8;-3.205104877
41331;1.4;35.3;25.4;1.6;9.9;29.62;56.5;1.033333;-2.840604411
41332;0;37.4;22.8;1.6;7;29.36;44.5;0.866667;-2.473179073
41333;0;38.8;23.3;10;9.5;31.3;29.5;1.966667;-2.102937737
41334;0;38.4;25.8;5.5;12.1;32.32;30.25;1.933333;-1.729990115
41335;0;38.3;26.9;10.6;13.9;32.24;30.25;2.8;-1.354446718
41336;0;37.5;26.8;10.5;12.1;32.18;30;3;-0.976418829
41337;0;38.4;23.6;10.7;14.2;31.6;32.25;1.766667;-0.596018466
41338;0;37.5;26.9;10;13.2;32.6;31.5;2.8;-0.213358348
41339;0;37;26.6;0.8;13.3;31.8;35.25;1.9;0.171448133
41340;0;36.5;26.1;3.2;10.9;29.6;53.5;1.233333;0.558286951
41341;0.8;37.5;23.5;9.5;6.5;31.36;29.25;1.633333;0.947043477
41342;0;38.2;23.1;10.9;10.5;31.54;32.5;1.9;1.337602514
41343;0;38.5;26.6;8.2;11.7;30.86;45.5;2.7;1.729848332
41344;0;38.5;25.9;8.8;7.9;31.04;46.75;2.433333;2.123664699
41345;1.4;39.5;24.3;10.7;9;32.12;43.5;1.666667;2.518934919
41346;0.6;36;23.3;4.6;9.5;28.9;65;1.15;2.915541865
41347;0;37.5;25.1;8.6;6.3;30.76;52;0.75;3.313368013
41348;1.6;37;25.1;10.6;6.7;30.74;46;1;3.71229548
41349;0.4;36.5;26.1;3.7;8.5;31.2;39;2.05;4.112206054
41350;0;35;25.9;2.2;9.4;29.78;55;1.05;4.512981234
41351;0;36.8;25.6;5.4;7.5;30.84;47;2.8;4.914502261
41352;20.4;31;23.1;0;9.5;26.14;86;0.9;5.316650155
41353;32.7;26.5;23.1;0;1.2;24.96;90;1;5.719305752
41354;6.8;32;23.1;3.4;0.8;27.26;74;1.15;6.122349736
41355;0;35;23.3;7.9;3.5;28.46;61;0.75;6.525662676
41356;0;34;24.1;5.1;5;27.74;62;1.45;6.929125062
41357;0;34;23.1;7.9;4;26.94;75;0.75;7.33261734
41358;0;32;23.1;5.4;4;26.74;73;1;7.736019946
41359;0;33.5;23.2;4.3;3.5;27.7;70;0.8;8.139213342
41360;0;34;23.5;5.4;3.4;28.38;60;1.05;8.542078055
41361;0;34.5;24.3;7.5;5.4;29.04;62;0.9;8.944494707
41362;0;29.1;24.7;1.6;4.2;26.36;79;0.85;9.346344052
41363;1.2;30.1;22.5;1.7;2.4;25.84;88;0.35;9.747507015
41364;4;34.5;22.6;10.9;2;28.42;43;1.15;10.14786472
41365;0;35;22.3;9.9;6.7;27.86;55;0.75;10.54729854
41366;0;36;21.3;10.4;5.6;29.18;46;1.2;10.9456901
41367;0;34.8;23.5;8;6.8;29.54;44;1.3;11.34292136
41368;0;34;23.6;7.8;7;28.68;53;1.7;11.73887461
41369;0;34.5;25.5;7.4;8.6;28.8;59;0.9;12.13343252
41370;0;35.5;23.1;7.4;5.3;28.52;72;1.3;12.52647817
41371;0;32;23.6;4.1;5.1;27.36;71;0.75;12.9178951
41372;0;34.2;22.9;6.5;4.1;27.82;70;1.45;13.30756731
41373;0;36.5;22.9;9.2;5.4;29.8;50;1.2;13.69537935
41374;0;37.2;25.1;8.8;7;30.9;38;1.35;14.08121629
41375;0;36.5;22.5;0.9;9.4;29.98;42;1.2;14.4649638
41376;6;33.5;23.1;7.3;8;28.76;59;1;14.84650818
41377;0;36.3;22;9.6;5.2;29.82;47;1.95;15.22573635
41378;4.8;37;23.9;10.7;6.3;30.24;45;1.6;15.60253595
41379;2.4;36.5;23.7;8.5;7.5;28.96;62;1;15.97679532
41380;4.4;32;23.1;4;5.9;27.14;80;0.7;16.34840357
41381;0;35;23.3;8.6;3;29.1;61;1.2;16.71725057
41382;0;30.2;24.1;0.2;5.5;27.02;76;0.75;17.08322702
41383;30.8;30.2;22.3;1.5;2.8;25.48;92;0.85;17.44622449
41384;0.8;31;22.9;8;1.2;26.1;68;0.7;17.80613541
41385;0;31;23.6;1.5;5.7;26.32;78;1.9;18.16285313
41386;0;33;23.6;10.8;3.5;27.96;46;2.4;18.51627194
41387;0;32;22.6;8.5;7.7;27.6;49;3.05;18.86628712
41388;0;33.2;22.5;8.7;6.5;27.34;56;1.65;19.21279496
41389;0;31.8;22.5;3.6;5.5;26.3;84;1.75;19.55569277
41390;14.5;27.7;23.1;0.8;2.5;25;90;0.55;19.89487894
41391;4.8;31.2;23.3;6.8;1.2;26.34;65;1.9;20.23025298
41392;0;32.5;21;9.9;4.8;27.66;55;1.25;20.56171549
41393;0;32.5;21.8;7.2;6;27.72;46;1.75;20.88916827
41394;0;33;23.1;8.1;8;27.5;67;1.8;21.21251427
41395;1;33;23.3;8.4;4.4;28.04;56;1.75;21.53165769
41396;0;33;24.1;7.2;6.5;27.7;59;1.75;21.84650396
41397;0;33.5;22;8.6;6.5;28.42;42;1.8;22.15695977
41398;0;34.5;21.8;10.5;7.8;27.62;47;2.35;22.46293315
41399;0;35.2;21.6;9.3;9;28.1;45;0.65;22.76433341
41400;0;35.2;22;8;8;28.48;48;1.2;23.06107124
41401;0;36;24.5;7.2;7.8;29.62;50;1.3;23.35305873
41402;0;35;25.6;5.9;8;29.36;55;1.35;23.64020934
41403;10.5;32.2;23.3;1.7;6.2;26.54;76;0.65;23.92243799
41404;0;31.5;24.5;4.1;4.7;27.8;50;2.15;24.19966104
41405;0;31;23.9;5.1;8;27.54;49;2.15;24.47179635
41406;0;34;21.4;10.1;6.5;28.64;38;2.55;24.73876328
41407;0;34.5;21.5;10.4;9;28.28;37;1.8;25.00048272
41408;0;34;20.6;9.9;10;28.16;44;1.6;25.25687713
41409;0;34.6;23.9;10.3;9;28.94;38;2.9;25.50787051
41410;0;33.5;22.3;4.3;11.1;28.04;49;1.55;25.7533885
41411;0;35;21.8;9.1;7.4;28.68;46;1.9;25.99335835
41412;0;35.2;23.3;6.8;8.5;29.22;45;2.9;26.22770894
41413;0;34.8;23.5;10;9.9;29.18;42;2.9;26.45637084
41414;0;35.5;21.8;10.4;10.9;28.9;43;2;26.67927629
41415;0;36.2;21;10.1;9.9;28.94;40;0.65;26.89635923
41416;0;37;23.1;9.7;8.5;29.58;44;1.05;27.10755534
41417;0;37;23.6;9.9;9.2;30.98;41;1.2;27.31280204
41418;0;36;24.1;5.9;8.6;30.42;49;1.3;27.51203851
41419;54.7;33.5;21.4;6.3;7;27.38;71;0.75;27.7052057
41420;0.8;33.5;23.5;6;3.7;27.6;54;1.5;27.89224639
41421;0;34.2;23.3;10.2;7.4;28.7;48;2.05;28.07310514
41422;0;33.2;23.1;8.7;7.4;28.46;45;1.75;28.24772837
41423;0;36;22.5;10.1;7.2;29.52;38;1.65;28.41606433
41424;0;36.3;22.6;10.1;9;29.58;37;1.3;28.57806313
41425;0;36;22.7;10.3;9.4;30.26;38;1.8;28.73367678
41426;0;34;22.6;10.2;9;27.8;49;1.9;28.88285916
41427;0;35;21;10.3;8.8;28.6;40;1.5;29.02556606
41428;0;36.2;21.5;9.7;8.4;28.42;49;1.9;29.16175521
41429;1.8;35;24.3;9.3;7.2;29.68;45;0.75;29.29138624
41430;0;33;23.7;6.8;6.2;28.14;58;1.8;29.41442073
41431;0;34.6;24.7;9.3;6.2;29.1;39;1.05;29.53082225
41432;0;35;20.5;10.3;7.8;27.9;36;2;29.64055628
41433;0;32.2;20.6;7.8;10;28.12;41;2.15;29.74359031
41434;0;33;21.5;7.2;8.4;27.5;45;1.9;29.83989382
41435;0;33.4;20.6;10;8;27.36;48;2.1;29.92943827
41436;0;33.5;22.9;9.7;8.9;28.68;42;2.45;30.01219712
41437;0;35;22.3;8.9;8.5;28.78;38;1.6;30.08814585
41438;0;33.5;23.5;8.1;9.2;28.96;41;1.3;30.15726195
41439;0;33.5;22.9;3.8;9.6;28;46;1.75;30.21952494
41440;0;35.5;24.3;9.7;9.6;29.64;39;1.85;30.27491638
41441;0;35.8;23.1;10;9.5;29.46;38;1.6;30.32341985
41442;0;35.3;22.3;9.4;10.2;28.96;45;1.75;30.36502097
41443;0;35.2;24.3;7.4;9.7;29.82;44;2;30.39970742
41444;0;35;23.6;9.6;9.3;29.52;43;1.7;30.42746893
41445;0;35;21.6;10.3;10;28.76;42;2.3;30.44829726
41446;0;35;21.5;9.2;11.9;29.34;42;1;30.46218624
41447;0;32.2;25.6;0.9;9.1;27.72;65;1.75;30.46913176
41448;6.8;36;22.7;9.8;5.8;29.1;32;1.65;30.46913176
41449;0;35.5;19.3;10.3;11.9;27.28;32;1.85;30.46218624
41450;0;34.5;19.4;8.9;10.9;27.78;40;2.95;30.44829726
41451;0;35.5;22.5;9.1;9.1;29.08;35;2.1;30.42746893
41452;0;35.3;20.5;10.3;9.8;28.8;39;2.9;30.39970742
41453;0;36.2;20.2;10.3;9.6;29;35;2.3;30.36502097
41454;0;35.5;23.6;8.8;9.7;29.58;43;1.95;30.32341985
41455;0;35.5;22.5;9.9;8.7;29.16;39;0.9;30.27491638
41456;0;35.3;21.4;10.3;8.5;28.26;37;1.55;30.21952494
41457;0;36;20.5;10.3;10.9;28.98;33;0.85;30.15726195
41458;0;30.6;24.3;3;11.3;27.94;47;2.3;30.08814585
41459;0;30.5;23.3;4;10.9;27.68;46;0.55;30.01219712
41460;0;33.5;20.2;9.8;8;27.38;41;1.65;29.92943827
41461;0;34.3;21.2;10.1;8.5;28.1;41;2.15;29.83989382
41462;0;34;21;7.6;7.9;27.8;44;1.65;29.74359031
41463;0;35.4;20.5;10.4;8.5;28.22;38;1.55;29.64055628
41464;0;34.5;20.6;9.5;9.6;28.22;37;2.3;29.53082225
41465;0;34;22.3;10.3;10.1;28.26;42;3.8;29.41442073
41466;1;32;21.6;7.8;10.7;27.16;38;1.95;29.29138624
41467;0;32.8;23.1;5.4;10.5;27.98;38;3.4;29.16175521
41468;0;33;23.3;6.6;9;27.94;47;1.4;29.02556606
41469;0;31;24.1;2;6.2;27.26;50;1.15;28.88285916
41470;0;35.5;20.6;7.8;5;27.54;42;1.6;28.73367678
41471;0;36.5;20.4;10.2;8.7;28.78;31;1.4;28.57806313
41472;0;34.2;18.6;10.3;11;27.38;36;1.2;28.41606433
41473;0;35.5;21.5;10.1;11;28.76;39;2.05;28.24772837
41474;0;33.6;23.6;7.7;10.5;29.12;46;2.95;28.07310514
41475;0;35.3;21.5;10.3;9.8;28.76;37;1.25;27.89224639
41476;0;36.2;21;10.2;10.8;29.48;36;1.8;27.7052057
41477;0;35;24.1;10.4;12.4;29.38;37;1.05;27.51203851
41478;0;35.5;19.4;10.4;10;28.38;33;1.7;27.31280204
41479;0;36;21.6;10.4;10.1;29.32;34;1.95;27.10755534
41480;0;34.5;23.5;8.3;12.3;29.04;43;2.6;26.89635923
41481;0;36.5;23.1;10.4;11.6;29.76;42;2.05;26.67927629
41482;0;35;24.6;7.5;11.2;29.66;38;2.65;26.45637084
41483;0;34.5;23.5;10.4;11.9;28.76;35;2.9;26.22770894
41484;0;35.5;19.5;10.4;11.9;27.84;42;1.8;25.99335835
41485;0;32.5;23.6;2.5;12.4;27.66;43;2.3;25.7533885
41486;0;34.2;22.6;10.2;11.5;27.92;41;2.3;25.50787051
41487;0;34.8;21.5;10.2;12.8;28.02;44;4;25.25687713
41488;0;33;20.5;10;12.7;27.06;47;2.65;25.00048272
41489;0;34.5;19.6;10.5;10.9;27.34;41;1.75;24.73876328
41490;0;35.2;20.8;10.4;11;28.72;38;1.65;24.47179635
41491;0;36;20.8;10.4;9.2;29.08;34;1.8;24.19966104
41492;0;36;22.3;10.1;12.2;29.66;41;2.2;23.92243799
41493;0;34.2;22.5;10.4;11.9;28.34;41;4.05;23.64020934
41494;0;34.5;20.1;10.4;12.3;27.8;34;1.65;23.35305873
41495;0;35;21.4;9.6;11.4;28.36;36;2;23.06107124
41496;0;35;23.9;10.5;11;28.94;40;2.65;22.76433341
41497;0;36;23.9;9.8;11.4;29.74;38;2.3;22.46293315
41498;0;36.5;22.5;10;10.5;29.38;35;1.65;22.15695977
41499;0;36.5;24.5;10.5;12.1;29.76;37;1.75;21.84650396
41500;0;36.6;24.9;10.5;11.8;30.02;37;1.2;21.53165769
41501;0;36.8;24.5;10.2;11.4;30.38;37;2.05;21.21251427
41502;0;36.4;24.6;10.6;12.7;30;33;1.9;20.88916827
41503;0;36;23.4;10.6;13.1;29.4;37;2.3;20.56171549
41504;0;36;23.1;10.2;12;29.42;40;2.65;20.23025298
41505;0;35.2;23.9;10.7;10.9;29.26;39;2.3;19.89487894
41506;0;36.8;23.5;10.7;10.9;30.34;37;2.1;19.55569277
41507;0;35.8;24.9;10.3;12.2;29.94;38;2.05;19.21279496
41508;0;36;23.5;10.9;10.7;29.32;42;2.4;18.86628712
41509;0;35;23.1;10.9;12.4;29.18;37;2.3;18.51627194
41510;0;35.5;22.5;10.8;11.5;29.24;36;2.15;18.16285313
41511;0;35.5;23.1;10.5;11.2;28.96;41;1.95;17.80613541
41512;0;36.2;21.4;10.8;9.1;29.12;39;2.45;17.44622449
41513;0;37.5;22.3;9.9;10.4;30.22;41;1.8;17.08322702
41514;0;39;21.6;10.4;10.6;30.52;30;1.45;16.71725057
41515;0;36.3;24.9;10.6;12.5;30.32;40;2.8;16.34840357
41516;0;35;23.5;10.4;13.3;29.6;38;2.45;15.97679532
41517;0;36;24.6;8;13;29.64;40;3.55;15.60253595
41518;0;35.5;24.1;9.9;11.5;29.52;41;3.05;15.22573635
41519;0;36;22.7;10.6;10;29.06;40;2.65;14.84650818
41520;0;37.5;23.3;10.9;10.1;30.44;33;2.05;14.4649638
41521;0;38;22.5;10.3;13.3;30.78;37;1.65;14.08121629
41522;0;37.5;27.6;11;11.9;31.7;41;2.9;13.69537935
41523;0;36.7;24.7;11.2;12.8;30.4;40;2.4;13.30756731
41524;0;35.8;24.9;10.6;10.9;30.02;42;2.3;12.9178951
41525;0;36;23.6;11;11;29.68;42;2.75;12.52647817
41526;0;36;23.3;11.2;13.3;29.14;36;1.65;12.13343252
41527;0;35.8;23.5;10.7;11.6;29.46;41;3.3;11.73887461
41528;0;35.5;23.1;10.7;10.9;29.16;37;1.75;11.34292136
41529;0;35.4;23.1;11.2;11.5;29.2;36;2.3;10.9456901
41530;0;37;23.3;10.6;12.4;30.34;36;2.45;10.54729854
41531;0;37;25.1;9.3;13.3;30.62;43;2.45;10.14786472
41532;0;37;25.1;10.2;12.6;30.82;41;2.45;9.747507015
41533;0;38.2;24.7;11.3;11.3;31.38;34;2.1;9.346344052
41534;0;39.5;24.9;11.3;13.4;32.56;32;2.85;8.944494707
41535;0;39.5;25.6;10.3;14.2;32.18;38;2.05;8.542078055
41536;0;38;25.7;11.2;14.5;31.5;33;3.75;8.139213342
41537;0;36;24.1;11.2;14.6;30.02;36;2.3;7.736019946
41538;0;37.5;24.3;11.1;13.9;30.8;34;1.65;7.33261734
41539;0;37.5;23.9;10.7;12.4;31.32;38;3.15;6.929125062
41540;0;39.5;23.5;11.2;13.5;31.28;31;2.05;6.525662676
41541;0;41;23.3;11.3;14.2;32.06;27;1.6;6.122349736
41542;0;38.5;22.7;11;14.6;31.16;39;2.25;5.719305752
41543;0;38.5;26.9;10.9;12.9;32.04;45;1.6;5.316650155
41544;0;38.2;25.6;10.7;12.2;31.96;38;1.8;4.914502261
41545;0;37.8;25.7;10.5;14.3;31.5;39;3.15;4.512981234
41546;0;38.5;22.5;11.4;13.4;31.44;33;3.3;4.112206054
41547;0;37.5;25.9;11.3;14.6;30.96;37;2.45;3.71229548
41548;0;37;24.3;11.4;13.9;31.02;37;2.3;3.313368013
41549;0;38.7;25.3;11.3;13.4;32.56;34;2.5;2.915541865
41550;0;38.5;25.6;11.4;14.2;31.98;33;1.9;2.518934919
41551;0;38.2;25.4;11.4;14.3;31.24;33;2.15;2.123664699
41552;0;39.5;25.5;11.4;14.1;31.48;33;1.5;1.729848332
41553;0;40;25.9;10;14.2;33.14;37;1.65;1.337602514
41554;0.8;36;25.7;5.3;13.9;30.06;56;1.15;0.947043477
41555;0.2;36;24.6;2.7;10.5;29.72;48;1.8;0.558286951
41556;0;37.2;25.1;10.5;12.8;31.22;34;2.45;0.171448133
41557;0;37.5;25.1;11.3;13.4;30.88;35;2.45;-0.213358348
41558;0;36;25.5;11.2;13;30.36;43;4.3;-0.596018466
41559;0;34.5;25.1;10.8;14.1;28.92;54;5.45;-0.976418829
41560;0;32.8;24.1;1.3;12.4;28.26;55;3.7;-1.354446718
41561;0;36;22.9;8.2;9.5;29.9;42;1.35;-1.729990115
41562;0;37.5;25.6;10.1;13.6;31.46;41;1.35;-2.102937737
41563;0;37.5;26.1;11.2;13.4;32.08;41;2.5;-2.473179073
41564;0;38;26.5;7.9;14;32.3;42;2.25;-2.840604411
41565;0.3;38;26.9;10.9;13.8;31.82;54;2.15;-3.205104877
41566;0;37.3;26.7;9.1;14.2;32;37;1.5;-3.56657246
41567;0;38;26.6;9.1;14.1;31.52;37;1.75;-3.92490005
41568;0;39;26.9;10;14.2;32.9;33;2;-4.279981467
41569;0;39.5;26.3;11.3;14.5;32.92;31;1.9;-4.631711492
41570;0;39;26.1;10.2;14.9;32.58;35;2.25;-4.9799859
41571;0;37.3;25.9;11.6;14.6;31.44;40;2.9;-5.324701491
41572;0;38.2;25.9;11.5;14.3;31.7;35;2.1;-5.665756116
41573;0;38.5;24.1;11.6;12.4;31.8;37;1.6;-6.003048715
41574;0;38;26.9;10.4;14;32.26;38;1.5;-6.336479341
41575;0;39;26.6;8.9;12.6;32.8;41;2;-6.66594919
41576;0;37.5;26.9;11;14.3;32.32;43;2.05;-6.991360634
41577;0;36.5;26.5;7.8;13.5;31.28;48;1.6;-7.312617246
41578;0;38;25.9;9.1;12.4;31.6;37;2.3;-7.629623831
41579;0;37.5;24.9;8.4;13.8;32.08;34;3.05;-7.942286453
41580;0;39;25.9;10.1;14.3;32.82;33;2.45;-8.250512463
41581;0;39;26.4;10.6;14.3;31.08;52;2.4;-8.554210528
41582;8.8;35.4;23.6;3.3;11.8;28.52;57;1.2;-8.853290655
41583;0.4;36;23.6;5.9;8.1;30.32;36;2;-9.14766422
41584;0;37.5;25.1;8.8;12.9;31.36;42;2;-9.437243995
41585;0;38.5;26.1;10.8;11.5;32.64;31;3.45;-9.721944169
41586;0;38;25.3;10.8;14.3;32.1;32;1.9;-10.00168038
41587;0;38.5;25;10.2;14.1;32.26;33;2.3;-10.27636974
41588;0;39;26.3;9.7;14.2;32.54;38;1.5;-10.54593084
41589;0;34.2;26.7;1.4;11.9;30.22;44;1.5;-10.81028382
41590;0;35;24.3;6.6;10;30.34;37;1.75;-11.06935034
41591;0;38;24.1;8.7;12;32.1;34;2;-11.32305363
41592;0;36.8;26.6;9.6;14.6;32.04;37;1.8;-11.57131851
41593;0;37;26.3;9.1;13.9;31.22;34;2.3;-11.81407143
41594;0;34;26.3;2.4;13.7;30.02;37;1.85;-12.05124043
41595;0;36;23.5;8.2;13.4;31.02;35;3.05;-12.28275525
41596;0;37;25.6;8.8;14.3;32.12;32;3.3;-12.50854729
41597;0;38.5;26.2;11.4;14.9;33.02;29;2.05;-12.72854964
41598;0;37.5;26.1;10.7;14.8;32.08;32;2.1;-12.94269709
41599;0;37;26.1;8.7;14.3;31.3;33;1.35;-13.15092621
41600;0;35.3;25.8;2.6;13.4;31.1;37;1.6;-13.35317529
41601;0;34;26.9;2.9;11.8;29.98;53;1.3;-13.54938439
41602;0.8;33.5;25.9;0.4;6.9;28.36;66;1.15;-13.73949537
41603;0;37;24.1;8.3;5.5;30.3;44;1.2;-13.9234519
41604;0;37.5;28;8.8;11.7;30.7;49;1.15;-14.10119948
41605;6.2;34;23.5;3.7;11.4;28.9;54;2;-14.27268542
41606;0;30.2;25.1;0;9.2;27.46;55;0.5;-14.43785892
41607;0;36;22.9;11.7;5.4;30.02;35;1.5;-14.59667102
41608;0;39;24.9;11.5;12.5;31.94;29;1.5;-14.74907468
41639;#N/A;36.5;#N/A;8.9;;;35;1.02888;-16.12925128
41640;0;37;22.5;9.7;11.9;29.18;35;1.3;-16.0635593
41641;2.3;37;22.9;9.1;7.5;29.86;40;2.45;-15.9910242
41642;0;35.5;24.1;8.5;11.1;29.4;42;3.1;-15.91166747
41643;0;36;23.3;8.2;9.5;29.5;43;1.8;-15.82551264
41644;0;36.5;23.1;10.5;10.2;30.08;40;1.9;-15.73258522
41645;0;37.5;23.1;10.5;10.8;30.76;35;2.05;-15.63291275
41646;0;37;25.5;9;12.4;29.78;51;1.8;-15.52652478
41647;0;37.5;22.2;11.5;9.5;30.1;31;1.9;-15.41345282
41648;0;36.5;22.5;10;12.8;29.56;41;2.2;-15.29373038
41649;0.7;35;23;6.3;9.6;27.84;63;1.65;-15.16739293
41650;1.2;37.5;24.4;7.1;5.2;30.3;33;1.65;-15.03447792
41651;0;36;22.9;8.4;10.7;29.06;50;1.3;-14.89502473
41652;1.2;32.2;24.1;3.9;6.2;27.02;72;1.15;-14.74907468
41653;5.2;33.5;23.1;1.6;5;26.94;70;1.05;-14.59667102
41654;0;35.8;23.6;5.8;5.9;28.96;53;1.65;-14.43785892
41655;0;37.5;23.3;7.5;8.1;30.6;38;1.95;-14.27268542
41656;0;36.4;26.1;5.7;9.2;30.7;41;1.6;-14.10119948
41657;0;38;23.9;10.2;10.4;31.54;38.75;1.15;-13.9234519
41658;0;37;26.1;7.5;10.2;29.42;73;1.2;-13.73949537
41659;1.2;34.5;24.9;3.6;5.7;29.52;50;1.45;-13.54938439
41660;0;35.2;24.7;2.9;8.8;30.18;36;2.3;-13.35317529
41661;0;37.2;23.5;6.4;10.4;30.62;41;1;-13.15092621
41662;0;37.5;24.1;9.4;9.5;30.4;52;1.05;-12.94269709
41663;0;34.5;23;3.6;10;26.38;67;1.3;-12.72854964
41664;10.8;27.2;22;0.5;6;24.44;90;0.85;-12.50854729
41665;0;33.5;22.6;5.6;1.4;28.02;58;1.35;-12.28275525
41666;0.2;30.2;22.9;0.5;5.1;26.14;59;0.75;-12.05124043
41667;0;34;23.9;4.5;5.3;29.54;34;2.15;-11.81407143
41668;0;35.8;21.8;7.8;9;29.56;40;0.85;-11.57131851
41669;0;34;24.3;3.7;9.2;27.26;81;1.65;-11.32305363
41670;5.6;35;23.9;6.3;5;29.54;49;0.9;-11.06935034
41671;0;36;23;9.9;7.3;30.08;35;1.35;-10.81028382
