@relation 'AirQualityUCI all numeric random- custer-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily'

@attribute Date numeric
@attribute Time numeric
@attribute CO(GT) numeric
@attribute PT08S1(CO) numeric
@attribute C6H6(GT) numeric
@attribute PT08S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08S4(NO2) numeric
@attribute PT08S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
0.090909,0.521739,0.161017,0.341709,0.141509,0.305298,0.218009,0.140195,0.609467,0.303058,0.384014,0.286022,0.499371,0.231296
0.727273,0.652174,?,?,?,?,?,?,?,?,?,?,?,?
0.636364,0.695652,0.110169,0.250538,0.147799,0.314582,0.05281,0.193562,0.340237,0.48786,0.201129,0.858065,0.163522,0.617505
0.545455,0.869565,0.220339,0.300072,0.212264,0.39432,0.138795,0.169843,0.473373,0.504047,0.332754,0.612903,0.264151,0.414553
0.727273,0.826087,0.355932,0.377602,0.327044,0.512835,0.330399,0.131724,0.461538,0.507194,0.496959,0.488172,0.293082,0.294483
0,0.782609,0.720339,0.743719,0.674528,0.790825,0.821936,0.022025,0.798817,0.635342,0.916594,0.23871,0.378616,0.133216
0.909091,0.782609,0.330508,0.271357,0.261006,0.447297,0.347326,0.15629,0.568047,0.320144,0.421373,0.313978,0.247799,0.116601
0.909091,0.086957,0.169492,0.340273,0.125786,0.282906,0.207177,0.165184,0.284024,0.298561,0.396612,0.232258,0.787421,0.309485
0.181818,0.869565,0.440678,0.479541,0.29717,0.483889,0.50914,0.096993,0.692308,0.328687,0.71199,0.172043,0.31195,0.067927
0.545455,0.956522,0.169492,0.318019,0.198113,0.376843,0.088693,0.179161,0.35503,0.513489,0.392268,0.602151,0.275472,0.414944
0.545455,0.521739,0.169492,0.26346,0.169811,0.343528,0.104265,0.200339,0.363905,0.448291,0.273675,0.780645,0.134591,0.430044
0.181818,0.565217,0.161017,0.326633,0.16195,0.333697,0.07109,0.268107,0.251479,0.471223,0.244136,0.498925,0.237736,0.255095
0.636364,0.869565,?,0.293611,0.119497,0.274713,0.084631,0.173655,0.292899,0.526079,0.294961,0.488172,0.901887,0.869374
0.545455,0.826087,0.440678,0.613783,0.466981,0.635172,0.226811,0.091487,0.653846,0.741007,0.737619,0.806452,0.140881,0.478864
0,0.826087,0.457627,0.671213,0.407233,0.585472,0.591063,0.042778,0.633136,0.527878,0.691573,0.150538,0.928302,0.269022
0.272727,0.782609,?,0.600144,0.267296,0.453304,?,0.187209,?,0.560701,0.446568,0.550538,0.244025,0.31403
0.272727,0.391304,0.254237,0.592247,0.22327,0.405789,0.141503,0.168573,0.307692,0.568795,0.538228,0.406452,0.519497,0.382984
0.818182,0.652174,?,0.175162,0.084906,0.221737,?,0.270224,?,0.307104,0.130756,0.505376,0.335849,0.357572
1,0.608696,0.135593,0.26705,0.084906,0.221191,0.151659,0.214316,0.245562,0.321942,0.256733,0.286022,0.937107,0.460881
0.272727,0.304348,?,0.605887,0.334906,0.519934,?,0.128335,?,0.651978,0.565161,0.260215,0.675472,0.29243
0.909091,1,0.152542,0.257717,0.100629,0.247406,0.164523,0.382889,0.328402,0.296313,0.29583,0.247312,0.889308,0.377853
0.454545,0,?,0.250538,0.113208,0.264883,0.045362,0.268954,0.14497,0.535072,0.276281,0.488172,0.699371,0.676001
0,0.869565,0.050847,0.299354,0.196541,0.376297,0.299255,0.161796,0.511834,0.248201,0.43397,0.283871,0.207547,0.076968
0.090909,0.608696,0.076271,0.265614,0.036164,0.125614,0.087339,0.252859,0.301775,0.205036,0.143354,0.212903,0.701887,0.251381
0.272727,0.782609,0.262712,0.383345,0.216981,0.399235,0.098172,0.19695,0.346154,0.509892,0.352302,0.434409,0.335849,0.276304
0.818182,0,?,0.419957,0.169811,0.343528,?,0.135536,?,0.469424,0.430061,0.483871,0.689308,0.659678
0.090909,0.869565,0.110169,0.249103,0.080189,0.213545,0.16046,0.225328,0.491124,0.164568,0.301477,0.169892,0.389937,0.094121
1,0.391304,0.5,0.704235,0.454403,0.625341,0.626947,0.039814,0.414201,0.68795,0.62033,0.339785,0.939623,0.558911
0.636364,1,0.110169,0.249103,0.091195,0.231021,0.047393,0.215163,0.260355,0.46268,0.196785,0.597849,0.549686,0.763866
0.272727,0,0.050847,0.13855,0.023585,0.094484,0.026405,0.487929,0.16568,0.244155,0.062989,0.335484,0.366038,0.20085
0.727273,0.26087,0.09322,0.163676,0.113208,0.266521,0.161814,0.240576,0.236686,0.315647,0.290617,0.301075,0.671698,0.341006
0.363636,0.652174,0.169492,0.283561,0.177673,0.352813,0.081923,0.247776,0.298817,0.444694,0.285838,0.651613,0.138365,0.285882
0.363636,0.956522,?,0.303661,0.144654,0.310759,?,0.227022,?,0.459532,0.323632,0.337634,0.61761,0.356741
0.181818,0.347826,0.398305,0.784637,0.356918,0.540142,0.215301,0.147819,0.45858,0.716277,0.545178,0.32043,0.659119,0.359771
0.727273,0.347826,0.330508,0.403446,0.294025,0.480066,0.414353,0.125371,0.393491,0.520234,0.508688,0.404301,0.516981,0.377902
0.636364,0.173913,0.025424,0.082556,0.025157,0.098307,0.00677,0.363829,0.056213,0.295414,0.117724,0.507527,0.420126,0.44275
0.181818,0.521739,0.161017,0.379756,0.130503,0.290005,0.208531,0.126641,0.41716,0.357914,0.374457,0.466667,0.440252,0.402873
0.636364,0.217391,0.033898,0.139986,0.042453,0.14036,0.025728,0.316815,0.127219,0.333633,0.162467,0.550538,0.471698,0.569516
0.181818,0.130435,0.059322,0.150036,0.022013,0.088476,?,0.357476,?,0.113309,0.07689,0.195699,0.479245,0.145775
0.818182,1,0.152542,0.305815,0.166667,0.339705,0.173324,0.143583,0.192308,0.421313,0.386186,0.43871,0.769811,0.636417
0.181818,0.913043,0.322034,0.572864,0.294025,0.480612,0.371699,0.060144,0.568047,0.426709,0.705039,0.445161,0.353459,0.302204
0.181818,0.391304,0.101695,0.315147,0.075472,0.203714,0.117806,0.160102,0.292899,0.340378,0.292354,0.393548,0.730818,0.518204
0.727273,1,0.076271,0.26346,0.106918,0.25669,0.064997,0.220669,0.109467,0.426259,0.374891,0.6,0.467925,0.661096
0.090909,0.782609,0.177966,0.322326,0.146226,0.311851,0.232227,0.154596,0.576923,0.240108,0.398784,0.236559,0.359748,0.123393
0.181818,0.913043,0.084746,0.230438,0.050314,0.156199,0.044008,0.397713,0.233728,0.3125,0.137706,0.305376,0.472956,0.236476
0.727273,0,0.110169,0.252692,0.116352,0.27089,0.120515,0.335451,0.346154,0.319245,0.321025,0.576344,0.240252,0.338562
0.454545,0,0.161017,0.315147,0.143082,0.307482,0.083954,0.222363,0.257396,0.529676,0.314509,0.582796,0.45283,0.606705
0.090909,0.956522,0.084746,0.178751,0.039308,0.133261,0.105619,0.301144,0.366864,0.103867,0.168983,0.156989,0.344654,0.071202
0.636364,1,?,0.256281,0.106918,0.255598,?,0.188479,?,0.486061,0.231538,0.627957,0.501887,0.765088
0.545455,0.26087,0.008475,0.106246,0.034591,0.121791,0.015572,0.351546,0.097633,0.367806,0.143788,0.498925,0.498113,0.5054
0.272727,0.086957,?,0.193826,0.051887,0.160568,?,0.330792,?,0.424011,0.228497,0.337634,0.806289,0.472609
0.181818,0.695652,0.220339,0.533381,0.177673,0.352267,0.132024,0.21474,0.366864,0.530126,0.33927,0.247312,0.904403,0.384743
0.818182,0.347826,0.067797,0.233309,0.070755,0.196614,0.092756,0.263448,0.115385,0.416367,0.226325,0.483871,0.773585,0.740312
0.272727,0.913043,0.220339,0.445083,0.204403,0.385035,0.10088,0.187209,0.37574,0.534622,0.485665,0.466667,0.472956,0.432732
1,0.347826,0.076271,0.215363,0.048742,0.15456,0.106297,0.280813,0.195266,0.253597,0.249348,0.316129,0.718239,0.388848
0.181818,0.565217,0.161017,0.430725,0.158805,0.328782,0.217332,0.109699,0.508876,0.316547,0.418332,0.615054,0.168553,0.290182
0.272727,0.695652,0.152542,0.356066,0.160377,0.330421,0.072444,0.223211,0.284024,0.467176,0.212424,0.445161,0.34717,0.294971
0.818182,0.478261,0.186441,0.491027,0.20283,0.381759,0.184157,0.112664,0.230769,0.511691,0.447871,0.653763,0.41761,0.705615
0.727273,0.173913,?,0.145011,0.034591,0.122338,?,0.367217,?,0.28732,0.140313,0.546237,0.398742,0.480379
0.727273,0.521739,0.186441,0.383345,0.205975,0.386674,?,0.133842,?,0.488309,0.369679,0.864516,0.154717,0.606754
0.181818,0.869565,0.288136,0.452979,0.232704,0.417258,0.295193,0.07751,0.54142,0.442896,0.725022,0.432258,0.545912,0.442946
0.454545,0.608696,0.050847,0.139268,0.061321,0.179683,0.024374,0.361288,0.142012,0.354317,0.110773,0.929032,0.045283,0.395152
0.909091,0.347826,0.161017,0.404164,0.254717,0.43965,0.205146,0.110546,0.215976,0.460432,0.39444,0.389247,0.766038,0.537067
1,0.434783,0.211864,0.218234,0.146226,0.311305,0.310088,0.207539,0.45858,0.211781,0.362294,0.2,0.343396,0.094365
1,0.26087,0.033898,0.12491,0.025157,0.098307,0.068382,0.401525,0.213018,0.115108,0.198523,0.141935,0.500629,0.115428
0.181818,0.869565,0.211864,0.405599,0.169811,0.342436,0.255924,0.127065,0.54142,0.329586,0.431364,0.208602,0.681761,0.23887
0.181818,0.478261,0.228814,0.592965,0.22327,0.406335,0.150305,0.215587,0.443787,0.540018,0.585143,0.488172,0.316981,0.318526
0.545455,0.086957,0.067797,0.155061,0.097484,0.240852,0.042654,0.246929,0.201183,0.41277,0.305821,0.51828,0.367296,0.404584
0.363636,0.826087,0.084746,0.246231,0.136792,0.298744,0.058903,0.306226,0.275148,0.429406,0.225022,0.630108,0.183648,0.329033
0.454545,0.26087,0.059322,0.161522,0.100629,0.245767,0.042654,0.264718,0.168639,0.470773,0.234144,0.47957,0.56478,0.535259
0.545455,0.695652,0.042373,0.141421,0.072327,0.200983,0.02979,0.314274,0.180473,0.348921,0.104692,0.750538,0.106918,0.337732
0.090909,0.26087,0.042373,0.152907,0.014151,0.062261,0.047393,0.393477,0.189349,0.16232,0.096003,0.131183,0.838994,0.21815
0.181818,0.130435,0.033898,0.10122,0.012579,0.056253,?,0.41169,?,0.044514,0.086447,0.017204,0.405031,0.025998
0.545455,0.434783,?,0.226131,0.105346,0.254506,0.073798,0.228293,0.281065,0.453237,0.253258,0.722581,0.280503,0.6177
0.909091,0.608696,0.271186,0.421393,0.188679,0.36592,0.245091,0.134265,0.387574,0.415917,0.387924,0.503226,0.426415,0.443337
1,0.521739,0.279661,0.582197,0.205975,0.386128,0.293839,0.09784,0.428994,0.374101,0.728497,0.270968,0.701887,0.319161
0.363636,0.521739,0.161017,0.332376,0.143082,0.308575,0.067028,0.245235,0.248521,0.486061,0.291051,0.6,0.285535,0.426086
0.454545,0,0.118644,0.266332,0.16195,0.332605,0.067705,0.218975,0.278107,0.521133,0.383145,0.572043,0.378616,0.49934
0.636364,0.521739,?,0.33094,0.158805,0.328782,0.064997,0.171537,0.313609,0.520234,0.338836,0.832258,0.226415,0.722084
0.909091,0.347826,0.228814,0.419239,0.226415,0.410158,0.301963,0.112241,0.251479,0.459083,0.400521,0.354839,0.81761,0.508674
0.181818,0.086957,0.067797,0.252692,0.055031,0.166576,0.031144,0.384159,0.180473,0.372752,0.162033,0.309677,0.755975,0.399844
0,0.478261,0.025424,0.175879,0.058176,0.174222,0.199729,0.259636,0.550296,0.167716,0.223284,0.148387,0.530818,0.13131
0.272727,0.869565,?,0.582915,0.221698,0.404697,?,0.175349,?,0.571942,0.468723,0.468817,0.481761,0.442995
0.090909,0.73913,0.20339,0.36827,0.160377,0.331513,0.271496,0.1313,0.698225,0.316097,0.377498,0.146237,0.867925,0.243317
1,0.217391,0.076271,0.13855,0.045597,0.145276,0.083954,0.305803,0.227811,0.142986,0.251086,0.111828,0.557233,0.114011
0.909091,0.521739,0.118644,0.301508,0.157233,0.326597,0.270819,0.183397,0.544379,0.248651,0.504778,0.275269,0.309434,0.12442
1,0.608696,0.347458,0.552046,0.341195,0.525942,0.412999,0.121559,0.56213,0.458183,0.748914,0.365591,0.515723,0.327665
0.545455,0.565217,0.161017,0.352477,0.190252,0.367013,0.077861,0.165184,0.363905,0.482464,0.350565,0.944086,0.083019,0.533255
0.272727,0.391304,0.09322,0.269203,0.062893,0.181322,0.128639,0.204998,0.343195,0.203687,0.264987,0.423656,0.27044,0.21297
1,0.608696,0.059322,0.053841,0.050314,0.157291,0.088693,0.539602,0.195266,0.083633,0.09861,0.348387,0.115723,0.055906
0.363636,0.521739,0.152542,0.30079,0.13522,0.297105,0.092079,0.22194,0.281065,0.47527,0.253258,0.410753,0.548428,0.409959
0.272727,0,?,0.338837,0.15566,0.325505,?,0.233376,?,0.468525,0.41225,0.410753,0.486792,0.36588
0.818182,0.869565,?,0.557789,0.311321,0.496996,?,0.085557,?,0.607464,0.577324,0.531183,0.615094,0.689244
0.818182,0.043478,0.076271,0.184494,0.080189,0.213545,0.064997,0.235493,0.14497,0.34982,0.253692,0.378495,0.844025,0.570395
0.545455,0.956522,0.194915,0.23977,0.188679,0.366466,0.117806,0.188903,0.349112,0.468076,0.397046,0.582796,0.244025,0.349949
0.545455,0.956522,0.084746,0.241924,0.077044,0.206991,0.030467,0.232105,0.162722,0.452338,0.147263,0.627957,0.459119,0.70669
0.090909,0.565217,0.228814,0.232592,0.069182,0.194429,0.121192,0.231258,0.340237,0.189299,0.192441,0.253763,0.431447,0.168744
0.727273,0.695652,?,?,?,?,?,?,?,?,?,?,?,?
1,1,0.432203,?,?,?,0.305349,?,0.443787,?,?,?,?,?
0.545455,0.478261,?,0.284279,0.218553,0.400874,0.11916,0.177891,0.43787,0.465378,0.371416,0.780645,0.093082,0.34428
0.181818,0.391304,0.118644,0.229002,0.084906,0.220098,0.078538,0.33418,0.284024,0.317896,0.210252,0.294624,0.357233,0.163075
0.272727,0.478261,0.118644,0.283561,0.139937,0.304752,0.073121,0.274884,0.263314,0.422662,0.282363,0.587097,0.198742,0.299028
0.909091,0.521739,0.330508,0.568557,0.295597,0.482796,0.576845,0.08471,0.523669,0.465378,0.708514,0.36129,0.601258,0.37712
0.363636,0.652174,0.09322,0.257717,0.188679,0.366466,0.076506,0.253706,0.322485,0.48786,0.238054,0.701075,0.178616,0.405757
0.272727,0.434783,0.211864,0.40201,0.18239,0.359366,0.126608,0.207963,0.328402,0.480665,0.476977,0.395699,0.420126,0.296389
0.090909,0.782609,0.152542,0.301508,0.116352,0.27089,0.195667,0.177044,0.568047,0.196942,0.336664,0.227957,0.310692,0.097004
0.636364,0.434783,?,0.249821,0.08805,0.227744,?,0.243117,?,0.427158,0.171156,0.784946,0.240252,0.659287
0.272727,0.173913,?,0.265614,0.061321,0.179137,0.02979,0.290978,0.159763,0.450989,0.297567,0.372043,0.871698,0.576064
0.181818,0.434783,0.016949,0.36827,0.077044,0.208629,0.174678,0.164761,0.431953,0.26214,0.321894,0.339785,0.479245,0.275228
0.090909,0.434783,0.177966,0.335248,0.133648,0.294375,0.276236,0.155443,0.659763,0.211781,0.435274,0.227957,0.340881,0.108831
0.545455,0.217391,0.033898,0.134961,0.050314,0.157837,0.027759,0.309615,0.121302,0.392086,0.176803,0.470968,0.535849,0.494551
0.818182,0.956522,?,0.389088,0.171384,0.34462,?,0.135112,?,0.45054,0.446568,0.529032,0.586164,0.653423
0.363636,1,0.169492,0.427136,0.191824,0.369743,0.09411,0.179161,0.340237,0.513489,0.494353,0.475269,0.422642,0.397596
0.181818,0.391304,0.110169,0.411342,0.083333,0.217914,0.073798,0.285472,0.257396,0.453687,0.367507,0.369892,0.665409,0.434101
0.545455,0.782609,0.355932,0.488873,0.377358,0.558165,0.203114,0.11097,0.594675,0.683903,0.563423,0.843011,0.134591,0.517519
0.545455,0.304348,0.025424,0.20962,0.062893,0.18296,0.025051,0.256247,0.150888,0.379496,0.262815,0.498925,0.456604,0.467087
0.363636,0.26087,?,0.223259,0.127358,0.286182,?,0.283778,?,0.442896,0.287142,0.36129,0.573585,0.361628
0.545455,0,0.169492,0.333812,0.22327,0.406881,0.077861,0.149513,0.286982,0.548561,0.52954,0.619355,0.29434,0.465914
0.545455,0.086957,0.042373,0.226131,0.089623,0.229383,0.027759,0.224905,0.171598,0.429856,0.367072,0.632258,0.31195,0.511313
0,0.434783,0.059322,0.145011,0.02044,0.084107,0.07109,0.349852,0.236686,0.092626,0.103823,0.139785,0.374843,0.072472
0.818182,0.130435,0.042373,0.126346,0.036164,0.127253,?,0.317662,?,0.336781,0.21503,0.434409,0.725786,0.591555
0.363636,0.565217,0.177966,0.328787,0.201258,0.380666,0.092756,0.181703,0.301775,0.542716,0.330148,0.488172,0.394969,0.392953
0.636364,0.478261,0.09322,0.21967,0.089623,0.228291,0.054841,0.231258,0.316568,0.459532,0.189401,0.808602,0.249057,0.726629
0.090909,0.521739,0.110169,0.221106,0.059748,0.176406,0.11239,0.239729,0.349112,0.14973,0.17159,0.311828,0.269182,0.127694
0.181818,0.826087,0.542373,0.7028,0.455975,0.62698,0.528097,0.020754,0.686391,0.623201,0.772806,0.4,0.430189,0.308899
0.181818,1,0.449153,0.739411,0.341195,0.525942,0.20176,0.177467,0.390533,0.679406,0.623805,0.249462,0.696855,0.289498
0.090909,0.217391,0.033898,0.185212,0.014151,0.065538,0.040623,0.351546,0.171598,0.182104,0.106864,0.111828,0.94717,0.232664
0.727273,0.956522,0.169492,0.399856,0.227987,0.411251,0.232905,0.138077,0.325444,0.553507,0.551694,0.580645,0.50566,0.666227
0.909091,0.173913,0.008475,0.030151,0.003145,0.013108,0.007448,0.607793,0.032544,0.154676,0.048653,0.283871,0.506918,0.233006
0.272727,0.521739,?,0.567839,0.209119,0.389405,?,0.194409,?,0.552158,0.453953,0.541935,0.334591,0.403216
0.818182,0.434783,0.228814,0.480976,0.245283,0.430366,0.317536,0.093181,0.266272,0.528777,0.527802,0.505376,0.656604,0.676782
0.636364,0.826087,0.135593,0.325197,0.157233,0.327144,0.055518,0.168573,0.198225,0.543615,0.261512,0.767742,0.318239,0.779016
1,0.652174,0.364407,0.676956,0.438679,0.611688,0.501693,0.107158,0.597633,0.453237,0.884448,0.384946,0.371069,0.251185
0.363636,1,0.110169,0.20603,0.086478,0.225014,0.058226,0.328674,0.269231,0.349371,0.196351,0.477419,0.242767,0.236476
0.909091,0.478261,0.389831,0.552046,0.316038,0.501912,0.75694,0.086404,0.816568,0.413669,0.69722,0.329032,0.548428,0.304892
0.181818,0.086957,0.076271,0.299354,0.084906,0.220644,0.039946,0.311309,0.254438,0.384892,0.388358,0.35914,0.539623,0.334213
0.818182,0.217391,?,0.249103,0.06761,0.190606,?,0.224481,?,0.381745,0.287142,0.466667,0.728302,0.657675
0.818182,0.608696,0.152542,0.442929,0.171384,0.345713,0.124577,0.127912,0.218935,0.494155,0.365334,0.662366,0.441509,0.759664
0.454545,0.695652,0.194915,0.366116,0.212264,0.39432,0.092756,0.193562,0.405325,0.558004,0.330582,0.901075,0.120755,0.57582
0.727273,1,0.118644,0.311558,0.144654,0.309667,0.124577,0.234646,0.331361,0.397032,0.398349,0.604301,0.333333,0.492694
0.090909,0.391304,0.322034,0.488873,0.314465,0.500819,0.441435,0.074968,0.884615,0.383993,0.630321,0.135484,0.65283,0.162684
0.272727,0.826087,0.177966,0.225413,0.11478,0.268159,0.166554,0.180008,0.467456,0.203237,0.232841,0.376344,0.213836,0.134731
0,0.304348,0.110169,0.310122,0.113208,0.265429,0.251862,0.173655,0.319527,0.273831,0.355343,0.163441,0.881761,0.267752
0.181818,0.173913,?,0.223977,0.028302,0.106499,0.066351,0.248623,0.233728,0.209083,0.261077,0.258065,0.662893,0.282657
0.090909,0.956522,0.220339,?,?,?,0.232227,?,0.568047,?,?,?,?,?
0.090909,0.782609,0.559322,0.765255,0.507862,0.667395,0.662153,0.025837,0.621302,0.593076,0.853606,0.303226,0.447799,0.219665
0.909091,0.521739,0.279661,0.472362,0.308176,0.493719,0.312796,0.085981,0.360947,0.548561,0.528236,0.604301,0.431447,0.622783
0.909091,0.956522,0.186441,0.2972,0.124214,0.281813,0.190928,0.315544,0.340237,0.326439,0.311903,0.247312,0.928302,0.393491
0.090909,0.086957,0.076271,0.249821,0.053459,0.162206,0.090047,0.235917,0.316568,0.158723,0.425717,0.129032,0.532075,0.118067
0.181818,0.173913,?,0.161522,0.025157,0.095576,0.075829,0.310038,0.292899,0.115108,0.274544,0.051613,0.631447,0.097444
0.363636,0.173913,?,0.104092,0.014151,0.064446,0.012864,0.521813,0.068047,0.315198,0.057776,0.389247,0.550943,0.382397
0.181818,0.652174,0.169492,0.396267,0.183962,0.359366,0.215301,0.106734,0.461538,0.323741,0.33232,0.649462,0.109434,0.240532
0.181818,0.913043,0.228814,0.480258,0.154088,0.322774,0.125931,0.237611,0.357988,0.504496,0.45656,0.415054,0.501887,0.383179
0.090909,1,0.152542,0.40201,0.119497,0.275806,0.197021,0.144854,0.529586,0.229766,0.53258,0.24086,0.411321,0.150516
0.727273,0.434783,?,?,?,?,?,?,?,?,?,?,?,?
0.181818,0.478261,0.220339,0.442211,0.180818,0.357182,0.144888,0.274036,0.41716,0.470773,0.410947,0.348387,0.367296,0.214827
0.545455,0.695652,?,0.312994,0.16195,0.333697,0.070413,0.190174,0.292899,0.446493,0.30669,0.931183,0.062893,0.45355
0.181818,0.782609,0.177966,0.422828,0.149371,0.316221,0.077861,0.224905,0.292899,0.441097,0.307124,0.380645,0.392453,0.262962
0.636364,0.913043,?,0.254846,0.083333,0.21846,0.052133,0.204574,0.266272,0.482014,0.284101,0.486022,0.913208,0.873283
0.454545,0,0.084746,0.178033,0.086478,0.223375,0.025051,0.276578,0.16568,0.459982,0.222415,0.511828,0.54717,0.576797
0.545455,0.869565,?,0.274228,0.183962,0.359913,0.081246,0.18382,0.378698,0.515288,0.365334,0.696774,0.260377,0.538924
0.909091,0.73913,0.050847,0.106246,0.02673,0.101584,0.072444,0.61457,0.180473,0.183453,0.090356,0.217204,0.612579,0.21727
0.909091,0.73913,0.330508,0.518306,0.341195,0.525942,0.477319,0.099958,0.547337,0.443345,0.60252,0.372043,0.403774,0.2592
0,0.26087,0.144068,0.414932,0.125786,0.284544,0.179418,0.136383,0.319527,0.289119,0.538228,0.202151,0.786164,0.273274
1,0.565217,0.211864,0.18234,0.072327,0.198798,0.144888,0.28759,0.331361,0.210881,0.189401,0.247312,0.543396,0.216439
0.909091,0.565217,0.29661,0.467337,0.237421,0.422174,0.312119,0.096146,0.550296,0.463579,0.477411,0.412903,0.581132,0.439281
0.454545,1,0.211864,0.429289,0.205975,0.386674,0.098172,0.174502,0.325444,0.593076,0.396612,0.576344,0.457862,0.600498
0.363636,0.347826,0.347458,0.421393,0.345912,0.530857,0.131347,0.126641,0.310651,0.694245,0.453953,0.393548,0.515723,0.363534
0.181818,0.130435,0.033898,0.132807,0.014151,0.061715,?,0.546802,?,0.231565,0.069505,0.346237,0.338365,0.194302
0.363636,0,0.288136,0.558507,0.237421,0.421628,0.1239,0.163914,0.319527,0.622752,0.681147,0.423656,0.724528,0.567512
0.181818,0.26087,0.033898,0.188083,0.02673,0.100492,0.020988,0.51673,0.133136,0.330935,0.085578,0.247312,0.832704,0.349753
0.545455,1,0.144068,0.374731,0.20283,0.382851,0.077183,0.141042,0.263314,0.57554,0.456994,0.653763,0.367296,0.627132
0.545455,0,0.135593,0.370424,0.122642,0.278536,0.05958,0.162643,0.239645,0.543615,0.32841,0.550538,0.755975,0.889166
0.090909,0.652174,0.059322,0.096913,0.031447,0.115238,0.103588,0.343922,0.322485,0.054856,0.065161,0.113978,0.291824,0.03499
0.090909,0.130435,0.025424,0.12491,0.015723,0.068815,?,0.386701,?,0.094874,0.055169,0.193548,0.354717,0.095392
0.818182,0.73913,?,0.541278,0.330189,0.515019,?,0.088098,?,0.600719,0.611642,0.498925,0.649057,0.652788
0.181818,1,0.211864,0.553482,0.169811,0.342436,0.115098,0.241423,0.378698,0.473022,0.571242,0.356989,0.504403,0.310121
0.090909,0.217391,0.042373,0.166547,0.014151,0.061169,0.049425,0.349428,0.210059,0.090827,0.174631,0.111828,0.445283,0.080731
0.636364,0.608696,0.076271,0.20603,0.092767,0.233752,0.049425,0.243117,0.248521,0.356115,0.144222,0.767742,0.171069,0.485462
0,0.130435,0.042373,0.142139,0.02044,0.082469,?,0.358323,?,0.126799,0.217202,0.126882,0.567296,0.127401
0.545455,0.391304,0.144068,0.310122,0.150943,0.318405,0.102911,0.196103,0.33432,0.489658,0.30669,0.630108,0.286792,0.473929
0.727273,0.608696,0.084746,0.176597,0.097484,0.243037,0.113067,0.282084,0.233728,0.36241,0.195917,0.539785,0.422642,0.496995
0.181818,0.73913,0.161017,0.326633,0.146226,0.31349,0.079892,0.273613,0.254438,0.438849,0.260209,0.408602,0.354717,0.262816
0.727273,0.173913,?,0.145729,0.040881,0.135991,?,0.267683,?,0.343975,0.252824,0.56129,0.520755,0.643307
0.181818,0.217391,0.076271,0.328069,0.061321,0.180229,0.095464,0.182973,0.313609,0.202338,0.526499,0.103226,0.738365,0.163026
0.363636,0.217391,0,0.09117,0.025157,0.096668,0.029113,0.450657,0.14497,0.25,0.1351,0.290323,0.387421,0.17666
1,0.913043,?,0.46949,0.201258,0.380666,?,0.108852,?,0.397482,0.446134,0.277419,0.812579,0.382642
0.636364,1,0.050847,?,?,?,0.02302,?,0.139053,?,?,?,?,?
0.545455,0.869565,?,0.190237,0.144654,0.310213,0.0826,0.22194,0.331361,0.417266,0.278019,0.636559,0.188679,0.340761
0.454545,0.347826,?,0.407753,0.316038,0.502458,0.147596,0.15756,0.281065,0.732464,0.493918,0.470968,0.606289,0.558129
0.272727,0.956522,0.101695,0.267767,0.066038,0.187875,0.053487,0.35197,0.245562,0.377698,0.178106,0.24086,0.830189,0.339589
0.727273,0.826087,0.237288,0.348887,0.210692,0.392135,?,0.137654,?,0.502698,0.384014,0.643011,0.262893,0.458339
0.454545,0.608696,0.033898,0.078966,0.040881,0.13763,0.02302,0.475646,0.127219,0.357014,0.099913,0.621505,0.236478,0.389141
0.818182,0.521739,0.254237,0.592247,0.284591,0.471327,0.205823,0.080474,0.251479,0.594424,0.536056,0.645161,0.454088,0.738406
0.181818,0.434783,0.211864,0.558507,0.194969,0.374113,0.111036,0.192291,0.310651,0.545414,0.486533,0.363441,0.542138,0.343742
0,0.391304,0.254237,?,?,?,0.371699,?,0.511834,?,?,?,?,?
0.545455,0.73913,0.127119,0.325197,0.146226,0.311851,0.057549,0.206269,0.307692,0.432104,0.494787,0.903226,0.071698,0.43889
0.181818,0.695652,0.084746,0.315865,0.062893,0.182414,0.090047,0.196527,0.263314,0.252248,0.127715,0.516129,0.318239,0.351268
0.090909,0.434783,0.466102,0.552046,0.306604,0.492627,0.556534,0.075815,0.674556,0.377248,0.689835,0.165591,0.552201,0.151249
0.090909,0.391304,0.313559,?,?,?,0.364252,?,0.849112,?,?,?,?,?
0.909091,0.521739,0.127119,0.147164,0.132075,0.292736,0.244414,0.273189,0.434911,0.125899,0.275413,0.35914,0.064151,0.026878
0,0,0.101695,?,?,?,0.129316,?,0.340237,?,?,?,?,?
0.727273,0,0.483051,0.539842,0.474843,0.641726,?,0.063956,?,0.67491,0.621633,0.643011,0.250314,0.439769
0.363636,0.086957,0.033898,0.090452,0.02673,0.101038,0.015572,0.487929,0.10355,0.252698,0.074283,0.436559,0.231447,0.193129
1,0.478261,0.20339,0.308686,0.149371,0.316767,0.259986,0.185938,0.37574,0.238309,0.403997,0.165591,0.510692,0.135171
